,0,3,1,2,5,4,6,7,8,9
2825,Mrps25,1700087M22Rik,Klhdc3,C130026I21Rik,Uprt,Gm49890,Fads6,Crispld2,Pkd1l1,Tmem251
2826,Etf1,1700030C12Rik,Ggh,Gatad2a,Cspg5,Myh10,Mbnl2,Igkv12-44,9230102O04Rik,Cox7b
2827,Atg16l2,Prss27,Cd6,Msra,Slc16a4,Kcnmb3,Gcnt7,Olfr543,2810404M03Rik,Wdr44
2828,Kif3b,Otoa,Prkaca,B3gat2,Chml,Gm35696,2810403D21Rik,Oosp1,Gm15208,Prrc2a
2829,Dusp11,Dpp10,Timmdc1,Rwdd2a,Chst15,Nnt,Gm9803,Gm36172,Tll2,Smc2
2830,Kptn,Gm49169,Ndufa10,Gm32036,Rsph10b,Gm9903,Aste1,Slc26a1,Gm16135,Preb
2831,Zdhhc2,Wfikkn1,Zfp706,Gm37469,Ggt5,Gm50323,Rmnd1,Proz,Ydjc,Elmsan1
2832,Usp4,Pkhd1l1,Srp14,Ecm1,Amz1,Il17rb,E130208F15Rik,Kcnq3,Clcn2,Fbxo4
2833,Cd86,Gm16323,D030056L22Rik,Lrrc20,Slc6a19os,0610043K17Rik,Rab13,Gm16275,Gm16573,Il18
2834,Hmox1,D030047H15Rik,Ap1s2,Zfp516,Nubpl,Gm3854,Fgd4,Fbp1,Catspere2,Mms19
2835,Plagl2,Irgc1,Nup133,Wiz,Awat2,Gm41764,Jchain,Gm5878,Tmem81,Dennd6a
2836,Cyth2,Dach2,Pias4,Fbxo17,Gm43466,Gm16068,Dmd,Sspo,Sfxn4,Stk19
2837,A430088P11Rik,Gm30934,Fbxo3,Fam78b,Ubap1l,9930022D16Rik,Efhc1,Gm46516,Gm13972,Vhl
2838,Gtf2e2,Kcnj16,Akirin1,Klhl22,Clcn1,C030010L15Rik,AY074887,Tmtc1,Gm36677,Leo1
2839,Apobr,Gm13091,Cactin,2210417A02Rik,Pigb,Shb,1700081N11Rik,Platr8,Kcnab3,Krit1
2840,Nfyb,Trav15-2-dv6-2,Sik3,Rasip1,Kiz,Rbm12b2,Taf1c,Efhc2,Gm50107,Pih1d1
2841,Mitd1,A230072E10Rik,Wdr55,Flicr,Cnga1,Zfp558,Gm50169,Gm47666,Gm14493,Ube2d1
2842,Ccdc47,Gm28777,C2cd3,Sox5os4,Smarcc2,Papln,Epm2a,Gm16685,Dhx58os,Rnaseh2a
2843,Tpra1,Adamts13,Mmgt2,Npas4,Gm48512,Efna2,Gm31763,Mip,Gm45250,Tmed5
2844,Gm13012,Dlx1as,Bad,Gm3512,Lrrd1,Gm2415,Ttll11,Fmn1,Enpp2,Chchd2
2845,Cdc5l,Vmn2r36,Nqo2,Sspo,Tnfrsf26,Trav20,Gm42982,Btbd18,Gm26826,Zzef1
2846,Fam160b1,Zfp981,Mta3,Esr1,Exd2,Evi2b,4930505N22Rik,Gm43024,Ly6m,Tmem184b
2847,Bloc1s3,Dmc1,Nars,Nbea,Gm11639,Gm16234,Samd15,4930540M05Rik,Gm50228,Pdcd5
2848,Sbf1,Spag6,Chchd5,Gm16310,Yod1,Fgf23,Pkd1l3,Gm4787,Baz2b,Cers5
2849,Ginm1,Zfp988,Mfsd14a,Dync2li1,Pomt2,Gm42742,9530077C05Rik,Clec4b1,Pex26,Pak1ip1
2850,Gclm,Ntn4,Ints10,Gm14009,Cfap74,Gm11670,Gpr35,Ak9,Klhdc8b,Gm13546
2851,Eif2s3x,Ism2,Grina,Dqx1,Sez6l2,Gm47232,Prdm5,Ppp1r3g,Gm40773,Ndufv1
2852,Mcm4,Gja5,Ggta1,Pcbd2,4632404H12Rik,Gm45235,Gm20403,Gpd1,1700019J19Rik,Farp1
2853,Gm19705,Rec8,Yipf4,Pla2g6,Tmtc3,Ccdc175,Adhfe1,Sardhos,Gm13307,Dusp16
2854,Hax1,Gm35189,Ccdc92,Ddx41,Dach2,Crabp2,Gm10684,Cilp2,Fam221b,Tmem179b
2855,Apba3,Gm14540,Pms2,Snhg20,Armcx4,Gm14703,Dhrs11,Zswim2,4933424G05Rik,Acvrl1
2856,Rap2b,C78334,Fbxl14,Vsig10,Gm48571,Scml2,Slc9a1,Slc5a10,Arvcf,Ints12
2857,Themis,Pnpla3,Tbk1,Popdc2,Arhgap20,Gm44264,Cacnb4,Fbxo41,Nudt16l1,Os9
2858,Paxx,Gm43077,Abcb9,Atl3,Atxn7l1os2,Ppp1r14a,C2,Slc47a2,Pccb,Sytl3
2859,Rdx,Pianp,Primpol,Gm16541,Hsf5,Gm13420,A130010J15Rik,Loxl3,Phf2os1,B430306N03Rik
2860,Klf6,L3hypdh,Rpp21,Trav7d-2,Kifap3,Gm50232,Exosc2,Egr4,2410080I02Rik,Srpr
2861,Hacd2,Traj41,Gnpat,Sh3d19,Rad9b,Lncenc1,Traj26,Gm16122,Mansc4,Rab27a
2862,Rbm7,Gm44767,Cdc26,Col23a1,Tmem63b,Chst7,Nfya,Npas4,Trav15d-1-dv6d-1,Cacybp
2863,Mfap3,Cpe,Gm5547,Fam160b2,Tspan9,6530437J22Rik,Tmem8,Gm15392,1700037F03Rik,9130401M01Rik
2864,Fdx1,Odf3b,Cnn2,T2,Ppp1r15b,Slc45a1,2610307P16Rik,Car1,Nrap,Exoc3
2865,Tbc1d20,Mxra7,Copz1,Gm12279,2310058D17Rik,Igkv8-27,Nr1i3,9230109A22Rik,Gm10322,Znrd1
2866,Ptp4a3,Ighv1-82,Fanca,Pde9a,Whrn,A230059L01Rik,Bicd1,Gm11365,Gm38326,Hhex
2867,Sarnp,Slc23a4,Fbxw2,Gm4858,Itgb1bp2,Trav13d-3,Uchl1,Fgfr3,Gm11399,Zmat5
2868,Fuca2,Gm26594,Ndufb10,Actrt3,Luc7l3,Rell2,Gm49475,Smim18,4930566F21Rik,Inppl1
2869,Igf2r,Adamts20,Slf1,9530097N15Rik,Lnpk,Ccdc157,Zscan25,Kdr,Ngp,Msantd4
2870,Sars,Fscn3,Atic,Zscan20,Zfp217,Rbm3os,Pgbd1,Gm10271,Gm3331,Atad1
2871,Lsm8,Gm16853,Qsox1,Trav14-2,Agl,Prr33,Rbpms2,Gm47507,Calml4,Ptpa
2872,Etfa,Gm15835,Hmg20b,Kcnh6,4930539J05Rik,Gm15543,Slc12a9,Tmem150c,Gpr4,Mrpl43
2873,Napg,Gm20483,Gbp6,Aptx,Ptcd3,Traj30,Fbxo47,Rbm24,Gm10069,Dpy19l1
2874,Tbc1d10a,Efnb3,Usb1,Ezh1,Gm26621,Ttc39a,Gm9857,Lrtm2,Gm34471,Gpr146
2875,Prkrip1,Gm46332,Nip7,Nsmce3,Adhfe1,Gm48036,Gm49774,Pde6c,Gm17216,Nploc4
2876,2210016L21Rik,Epha6,Ipp,Glb1,Gm31508,Plekhb1,Lrrc39,Gm38825,Gng4,Cyb561d2
2877,Arfrp1,Angpt1,Fam104a,Atp6v1e1,Cyp2r1,Gm2629,AC113595.1,Gm41496,Gm36210,Khnyn
2878,Wdr55,Hykk,Sytl1,Cttn,Tcf7l1,Frmd8os,Ptpdc1,Gm10337,Gm37256,Gmpr2
2879,Fbxl6,1500015A07Rik,Fip1l1,Ttpal,Rgmb,Rgs11,Gm20707,Tas1r3,Smim41,Slc25a11
2880,Wdfy1,Gm5533,Minpp1,Fndc9,Gm17606,Zfp383,Magi2,Fam217b,Cdhr4,Paxbp1
2881,Alkbh4,Gm45285,Nup155,Chn1,Iqsec1,5033417F24Rik,Zfp661,Gm31854,Shisa7,Oat
2882,Mrps17,4930526L06Rik,Gemin6,D930015M05Rik,Tshz3,1700122E12Rik,Snhg14,Cd33,Efcab6,Psmc6
2883,Mapk6,Fhad1,Eprs,Ankhd1,Syde2,Efnb1,Gm15634,Gm47730,Epdr1,Sla
2884,Mfng,4930511M06Rik,Pspc1,Arap3,Gm42702,4930586N03Rik,1700028N14Rik,Gucy2e,Gm32184,Rab9
2885,Hook3,Tead3,Lap3,Cited4,Gm28229,Cdh18,Gm20627,Aloxe3,Traj44,Rnase4
2886,Gm867,Meikin,Romo1,Nrip2,Wdr66,C130040N14Rik,Gm14493,Hes7,Npas1,Ifngas1
2887,Yeats4,4930548H24Rik,Mob3a,Gm12709,Zfp773,Ttc39d,Oxr1,Gm47958,Gm9939,Fkbp1a
2888,Smarca4,Gm26981,Tnfaip8l1,Medag,Oxct1,4930500F10Rik,Prkcg,Gm42700,Zkscan14,Relch
2889,Stk25,Mroh3,Neb,Krt83,Plagl1,Pou5f2,Gm26826,Gm15912,Halr1,Med27
2890,Zdhhc21,Gm44793,Rbm22,Plekha8,1700029H14Rik,Kis2,2310058D17Rik,Gm10309,B430218F22Rik,Tmem214
2891,Copg2,Slc24a1,2610507B11Rik,Gm50209,Slc19a2,Zbed5,9330179D12Rik,Ttc26,Gm49066,Ndufa13
2892,Map3k8,Tex29,Pelp1,Carmil2,Cdkl3,Gm34678,C330018D20Rik,Gm15591,Fbln1,2310061I04Rik
2893,Znfx1,Gm43560,Chmp3,Scd2,Gm9903,Sh3bgrl2,Myl10,Gm28800,Tyw3,Cfdp1
2894,Acbd5,Gabbr2,3830406C13Rik,Marveld1,Tbc1d32,Tsga10ip,1700122E12Rik,5830487J09Rik,Gm15747,Gbf1
2895,Washc5,Gm20529,Gramd1b,Stard5,Enpp2,Zfhx3,Eps8l1,Mei1,Dop1a,Coq5
2896,Ddx17,Gm11541,Tmem183a,Ube3b,Gm36677,Lrrc23,Cdk5rap1,Plcd3,4930590J08Rik,Trim34a
2897,Ahcyl1,Gm16118,Brd3,Erich1,Gm39363,Fgfr1,9530034E10Rik,Shisa8,Gm10643,Rmdn3
2898,Stimate,Gm46404,Aida,Llgl2,Smad1,Ap1m2,Fem1a,Gpat2,Gm43332,Glcci1
2899,Rabif,Gm31805,BC052040,Pigg,Gm15494,Gm50373,Gdf11,Gm3512,Gm26577,Col4a3bp
2900,Camk2n1,Tmem254a,Med29,Cand2,Spag6l,Jph3,Map7d3,Gm27151,Gm49519,Tuba1a
2901,Leo1,Oscar,Gosr1,Ldhd,Trav3-4,Ucp3,Gm49662,Gm8281,Svopl,Mrpl2
2902,Mrpl19,3110006O06Rik,Tm9sf2,Acad12,Kif24,Gm14532,Nsg1,Acsbg2,Itpr3os,Fam32a
2903,Tep1,Chil6,Rsrc1,Coch,Ifih1,Gm49256,Gm47428,Gm34643,Pcdh15,Commd2
2904,Zranb2,Gm10406,Cd160,Gm3696,Cpsf7,Gm16116,Gm39302,Gm8773,Lrrc8dos,Rnf34
2905,Lgals8,Gm47243,Zfand5,Gm15788,Phldb2,Gm12333,Gm28379,Tex33,A930006L05Rik,Rock2
2906,Hgsnat,Trdv2-1,Thoc2,Lman2,Dlg4,Gm19409,Gm46336,4930556N13Rik,Drc3,Comtd1
2907,Dpy19l1,Sema3c,Scnm1,Nemf,Gm48521,Gm47061,Paqr3,Stfa2l1,Ficd,Becn1
2908,Ggnbp2,Il17f,Sh3glb2,C230037L18Rik,Gm15563,Gm46404,Zfp963,Gm16014,Vwa3b,Vsir
2909,Scnm1,Ucp3,Tpp2,Tmem240,Fam110b,Gm14198,Ino80dos,Gm35572,Ulk4,Ptrh2
2910,Fam104a,Liph,Tmem179b,Gcdh,Cd55b,Evc,Ctrl,P2ry13,Cfap74,March2
2911,Metap1,Gm20110,Mrps28,Wdr5b,Cbarp,Capn12,Insrr,Hunk,Gm26660,Crot
2912,Nsmce2,Pxt1,Arl8a,Klhl35,Slc12a2,9130204K15Rik,Lrrc75aos2,Gm39228,2610037D02Rik,Wbp1l
2913,Zmpste24,Gm38102,Colgalt1,March9,Hps5,Ptk7,Gm47272,Ptch2,1700039M10Rik,Gnpat
2914,Prpf40a,4930423D22Rik,Kctd5,Baiap3,Pmel,Sntg1,Fam3b,Col8a2,Mmrn2,Sfswap
2915,Prkcd,Gm36236,Sap30l,3110001I22Rik,Arsb,D430019H16Rik,Map3k2,Nbea,D430041D05Rik,Psat1
2916,Kdm4c,Mmrn2,Pofut2,Rprd2,She,Tek,Myo19,Gm30382,Gm50146,Tmem168
2917,Cldnd1,Slc44a3,Rassf1,Phc1,Cyp2c40,Slc6a9,Avpr2,Naaladl1,Muc13,Pts
2918,Ubap1,Scn3a,Gipc1,Polr2g,Gm29724,Myrip,9030407P20Rik,Gm3417,Fhl5,Dbndd2
2919,Serbp1,Zmat4,Dcaf7,Pbx2,Ick,Tm4sf20,Pcdhgb7,Mras,Gm17276,Trpm4
2920,Stambp,Gm30198,Thumpd3,Slc25a12,Nek10,Zmat4,Dnase1,4930404A12Rik,Gm17087,Nudcd2
2921,Sf3a1,Gm48905,Rbm43,Gm12536,1700102P08Rik,Csmd1,Gm30934,Ido1,Gm16118,Desi2
2922,Il21r,Nek5,Tbcd,Proscos,Heatr3,Fhl5,Pyroxd2,Adam3,Chil6,Ergic3
2923,Tbce,Igkv14-100,Ier3ip1,Tmem231,Ptch2,Gm33926,Stradb,Gm49887,Slc24a1,Sphk2
2924,Ccdc71,Gm49144,Pak1ip1,Fgf23,Col20a1,Slc1a1,Shmt1,Tmem26,Stra8,Wdr41
2925,Tor1aip2,Grm7,Chic2,Lncenc1,Gm35363,Tex29,Agrp,5730522E02Rik,Gucy2g,Kdm3a
2926,Tnip1,Ptk7,Bcap29,Zfp966,Smoc1,Gm26981,Gm31718,Vmn2r29,Gm11541,Gem
2927,Ganab,Rnf208,Vapb,Gm3667,Enc1,Gm24362,Xndc1,Slc17a6,Epb41l4a,Tusc3
2928,Slc25a38,Nxf2,1110059E24Rik,Rec8,Sec31b,Tead3,Xkrx,Gm7324,Trappc3l,Kmt2a
2929,Acap2,Gm15347,AI413582,Pgbd1,Slc16a2,3110006O06Rik,Sorbs1,4933408N05Rik,4930512J16Rik,Tbc1d20
2930,Rbm18,Odf4,Mob4,Gm14546,Zfp109,Igkv14-100,Bach2os,Tmigd3,Gm20692,Ppp1r12a
2931,Ddx41,Epb41l4a,2610001J05Rik,C030034L19Rik,Gm20544,1700040D17Rik,Zfp286,Dnajb8,Gm10406,Jaml
2932,Mfsd14b,Gm34939,Ucp2,Trav5-4,Lyzl4,Gm20485,Taf1a,Ngfr,Ucp3,Reep4
2933,Ap1g1,Gm26636,Tomm34,Twsg1,Grik5,1700087I21Rik,Zbtb49,Gm32255,Slc6a9,Rbm28
2934,Fyb,Gm37933,Hacd2,S1pr2,Gm43031,4930548H24Rik,Hist2h2be,Igkv17-127,Gm14198,Birc5
2935,Csnk2a2,Gm16552,Zmat5,Grb7,Fv1,Pdgfrl,1110051M20Rik,Cited1,Myo18b,Trim24
2936,Nfu1,Gm48552,Zmpste24,Atmin,Rrh,Ighj4,C2cd4b,Gm7644,Gm46404,Emd
2937,Raly,Gm47766,Rab22a,Fam234a,Tiam1,Gm15347,2510009E07Rik,B230334C09Rik,Gm15996,Gramd1b
2938,Nbr1,Gm15743,Mfsd5,Zfp703,Trim37,Gm15632,Synpo2,Cntnap1,4930423D22Rik,Tasor
2939,Wdr83,Angptl3,Ppif,Itga7,Lrrc20,Gm39822,Gm26936,Gm47771,Erg,Ndst2
2940,Sdccag8,1700008B11Rik,Tsen15,2810468N07Rik,Bbof1,Grik4,Gm10648,1700016F12Rik,4930459C07Rik,Smarcc1
2941,Hnrnpul1,Gm10721,Parvg,A430090L17Rik,Trmt61b,Gm16118,Car9,Gm11542,D430019H16Rik,Nsmce2
2942,Wdyhv1,Dab1,Etaa1,S100a2,D730003K21Rik,Gm48747,Gtpbp3,Gm47920,9130204K15Rik,Mocs1
2943,Elp2,Prkag2os1,Ndfip2,Mrpl46,Gm46440,Gm44995,Gm12353,Ptger3,Tex29,Kdm5c
2944,Tars,Gm13782,Med19,D030047H15Rik,Gm48719,Gm36447,Cntf,Serpinb8,Tmem184a,Zfp91
2945,1110059E24Rik,4732419C18Rik,Ppp2r5e,Eml1,Dmbt1,4930512M02Rik,Usp50,Gm34069,Gm43560,Zdhhc6
2946,Slc39a7,Gm12289,Raph1,Ascl2,Gm42726,Ighg2c,Plp1,Tbx2,Ighv1-66,Traf7
2947,Nudcd2,Rnf165,Metap1,Gm45029,Tdrd7,Nudt12,1700063D05Rik,4731419I09Rik,Pde8b,Phactr2
2948,Rbfa,Aldh3a1,Rrp1b,Far2,Adam19,Tmem184a,4933412E12Rik,Dmpk,4930524O05Rik,Zcchc9
2949,BC005537,Gm26902,Rit1,D830030K20Rik,Gm29322,A230107N01Rik,4732491K20Rik,Gstm7,Tcf7l2,Gstt1
2950,Hsh2d,Col6a5,Dpf2,B430212C06Rik,Trav13-2,Zfp781,Fubp3,1700112J16Rik,Ribc1,Znrf1
2951,Rbm45,Vmn2r91,Rbm47,A630019I02Rik,Cep135,Mmrn2,Zfp446,Ankdd1b,Syde1,Cbx5
2952,Tiprl,Gm50336,Tmem11,Kcnab3,Plxna1,Chil6,Gm27010,Gm16034,BC049762,Tcerg1
2953,Rpa1,Mageh1,Kremen2,Osbpl2,Abcb1b,Gm49144,Gm12319,Gm15228,Macrod2,Rnf5
2954,Bri3,Gm14393,Pdlim2,Gm26520,Gm47766,Nr2e3,Car11,S100z,Gm4577,Ralgapb
2955,Phlda1,Cntn2,Micu1,Zfp141,Spast,Cblc,2610204G07Rik,C79798,Arxes2,Cwf19l2
2956,Nvl,Mgl2,Wdr82,Vps33b,1700001K19Rik,E030044B06Rik,Rcan1,Gm20560,Trim69,Crtc3
2957,Nudt22,Cadm3,Rexo5,Nod1,Bmpr1a,Gm31805,Gm17354,Ckmt2,Zfp276,Tiam1
2958,Dcp2,Frmd3,Rab7,D230022J07Rik,Catsper2,Traj5,Gm17382,Gm15729,Gm46515,Mad2l2
2959,Cobll1,Nfib,Il10rb,A230056P14Rik,Ube2d3,1700027A07Rik,Gm14636,Gm4107,Hemgn,Hspd1
2960,Uap1,Scd3,Rnf187,Sh3pxd2a,Dusp16,Slit1,Actr5,Gm10226,Cul7,Dcun1d5
2961,Swt1,Pkp2,Nae1,Trav6-4,Rnf115,Igkv15-103,Gm10602,Slc35f3,Gm47814,Arhgap27
2962,Ppp2cb,Gm49964,Blvra,Ccdc166,Phex,Amz1,A730071L15Rik,Sox5os4,Csta2,Sart1
2963,Add1,Slc9a3,Snx25,1190005I06Rik,Tceal1,4930550C14Rik,Cd300c2,Lrrc2,Kcnh4,Cyb5r4
2964,Coa4,2010103J01Rik,Otulin,Gm33843,Cyp39a1,Gm17545,Zfp438,Ighv1-77,Gm43647,Pank3
2965,S1pr2,Gpr179,Dnajc1,Zfp768,Gm2449,Trav4d-2,Tmem67,Ltf,Ehbp1,D5Ertd579e
2966,Pcsk7,Wnt8b,Cdc14a,Gm44731,Lzts3,Capn11,Cdo1,Mapk12,Gm50196,Bet1l
2967,Golgb1,Calcb,Pnn,Psd4,Astl,Peli1,Gm43464,E130116L18Rik,1810006J02Rik,Ptk2b
2968,N4bp1,Traj43,Wdr83,Fer,Zfp267,Traj7,Gm40645,Plscr4,Gm9888,Trak2
2969,Wdr26,Satl1,Dhcr7,Gm47957,Lbp,Gm46447,4930452B06Rik,Gm46565,Slc1a4,Usf1
2970,Rab6a,Gm35853,Fdxr,6030445D17Rik,Gm40608,4732471J01Rik,Frs3,Fcna,Gm7008,Asb8
2971,Ehmt2,Acot10,Sgf29,Tsga10ip,Prkab2,1700034H15Rik,Trim65,Rnf150,1700066B17Rik,Gm46224
2972,Paqr7,Tpte,Xiap,Syt14,Gm34868,Gm15510,Tes3-ps,Gm43118,Gm28529,Bod1l
2973,Tsnax,Trim72,Rap2c,Rfx8,Gm16069,Acsf2,C1qtnf4,Gm44097,Gm47167,Csde1
2974,Aig1,4933407L21Rik,Ensa,Frrs1,Gm29282,Gm15522,D930016D06Rik,Gipc3,Prpf4b,Prdm2
2975,Ndufb10,Vash1,Eci2,D730045B01Rik,Map2,Gadd45gip1,Cep68,Gm12841,Fosl1,A430005L14Rik
2976,Nkap,Pgf,Dubr,Gm9828,Phactr4,B230322F03Rik,Hsd3b7,Igkv4-57,Zkscan8,Ilk
2977,Abi2,Cideb,Orc2,Zc3hc1,Adnp2,Trav6-1,Rsph10b,Gm50023,Gm7644,Tnfrsf14
2978,Ntpcr,Magix,Eif2s2,Flywch2,Cacna2d4,Irf6,Alkbh8,Fpr3,Gm28800,Slc35d2
2979,Vipas39,Gm42064,Stk11,Dbt,Nme7,Kit,Arl10,Rtn2,Mei1,Zfyve16
2980,Bmt2,Gm47381,Sptlc1,Bbx,BC106179,BC024978,Klhl18,Mamstr,Gm16315,Dennd4b
2981,Krcc1,Iqank1,Emsy,Fam83g,Gm43258,Acacb,Trappc1,Vmn2r95,Gm31897,Ankib1
2982,Suds3,Cort,Akna,Synj1,Gm47798,Gm33280,Gm14019,Gm44200,Mip,Snapc1
2983,Ankrd54,Adamts8,Tmx2,Nckap5,Bend3,Gm35657,Car15,Mmp23,Pcdh7,Chchd7
2984,Nt5dc1,Zdbf2,Rab9,Igfbp6,Utp25,Gm32916,Traj21,Gm16315,B230334C09Rik,Rasa1
2985,Gnpat,Cbr2,Ccp110,Phldb1,Mmp15,Dusp18,Rragd,A030001D20Rik,Lrrc2,Car5b
2986,Sumo3,Il22ra2,G6pdx,Stpg2,Zfp266,Nol3,Specc1,Mab21l3,Gm38825,Bid
2987,Amn1,Gm10097,Zfp106,Mfng,Fam78b,Grid2,Gm13032,Syna,Creg2,Tcn2
2988,Pfkfb3,Gm15122,Gfi1,Gdpd1,Dhx57,Gm14322,Tle1,Gm11867,Cntnap1,Fars2
2989,Taf1b,Prnd,Rhof,Kcnip3,Dqx1,Jam3,Xab2,St18,Ptger3,Rexo2
2990,Slc25a51,Prr15,Fhl2,Chchd2,Tmem144,Gm28050,Cgrrf1,Gm44053,S100z,Scaf4
2991,A630001G21Rik,Gm47725,Sec24d,1110002J07Rik,Foxred2,AC133103.3,4933407K13Rik,1810020O05Rik,Gm16055,Ipo8
2992,Pgrmc1,Mindy4,Srp9,Efna4,Zfp101,Aldoart2,Jup,Glrp1,Fpr3,Tbkbp1
2993,Trat1,Kank2,Zc3h4,Trav17,Kbtbd8,Hc,Gm42658,Arhgap28,Gm15228,Wtap
2994,Lin7c,Dact3,Arl2bp,Ptpdc1,D630008O14Rik,Gm49169,Tshz2,Dlgap1,Sardhos,Seh1l
2995,Mon1a,Gm47917,Ppp3ca,Trio,Gm26779,4921516A02Rik,Zfp619,9530097N15Rik,Gm35572,Mrpl11
2996,Osbpl9,Gm43825,Yy1,Prmt9,Degs2,Nphs1,Jun,Gm33699,Oosp1,Dna2
2997,Cradd,Gm47425,Nampt,Wfikkn2,Gm44699,Zmynd15,1700034P13Rik,Tspan2os,4933427E11Rik,Clock
2998,Ap4s1,Igkv12-46,Gtf2a2,Elk1,Hykk,4930473H19Rik,Fam133b,Ypel4,Gm15912,Tnpo3
2999,Armc10,Arhgef17,Ddx46,Gadd45b,Tmem265,Glra4,5430403G16Rik,Fam71d,Hunk,Eri1
3000,Actl6a,Slc1a2,Gm35037,Mrpl16,Gm15713,Gm13205,Gpr83,Rhbdf1,Platr8,Impad1
3001,Ube2z,4930428N03Rik,Kif5b,Ro60,Acrbp,Klhl23,Alg1,6530401F13Rik,Adig,Mtdh
3002,Zc3h14,Gm31513,Pmaip1,Trav3-1,Mpp4,Oaf,Ifi207,Gm43062,Tbx2,Fbrs
3003,Cyfip2,Cfap97d2,Prkrip1,Ephx4,Gm16599,Olfr66,Kantr,Adgrg6,Gm46516,Ksr1
3004,Poldip3,Nell1,Ptpmt1,Slc8b1,Gm48286,Cmbl,Ttbk1,Gm48780,Slc35f3,Tmem68
3005,Tank,Gm10817,Srprb,Kdelr1,Cystm1,3200001D21Rik,Lad1,Platr29,Alas2,Ap4s1
3006,Dcaf7,Fam183b,Trnt1,1700001D01Rik,Gm16023,Gm15915,Traj2,Nipal4,Txnrd3,Fundc1
3007,Copg1,Stac,Spidr,Mylip,Olfml3,Ascl2,Gm15759,Pigr,Isoc2a,Itsn1
3008,Impad1,Ctnna2,Dnajc5,Arhgap23,Gm38115,Gm9970,Zfp97,Nkain1,Gm19569,Cdk19
3009,Chmp2b,Cdh15,Mrps9,Lrrn3,Gm26542,Slc25a15,2810002D19Rik,Col16a1,Lratd2,Tm9sf2
3010,Zcchc9,Ccbe1,Ubxn4,Cfap46,Accs,9130604C24Rik,Gm15890,Gm13054,Pcnx4,Gm16754
3011,Efcab14,Gm11766,Cby1,Bex2,Klhl12,Platr27,Trav20,Gm8378,Slc16a2,Mapkap1
3012,Ccdc28b,Gp5,Apeh,Gm42556,Gm37233,Rab33a,BC051537,Pou4f1,Teddm3,Eml4
3013,Tmem175,Gm43701,Tbl3,Sycp3,Olfr9,Kif5a,Rfx5,Bdkrb1,Tex22,Eif4g3
3014,Pex19,Olfr1423,Gabarapl2,4930583K01Rik,Gm4869,Gpr162,Rdh10,Gm49236,Fam166a,Bsdc1
3015,Zcchc18,Kcnj10,Ms4a6d,Gm15956,Ifit2,Traj25,Wdr25,Ncs1,Gm15976,Cops7a
3016,Etfdh,E230025N22Rik,Bet1,Sgip1,Gm37876,Efhc1,Ager,Gm49024,Prlr,Pkn2
3017,Magt1,Gm28277,Cab39,Zfp11,Rmdn1,Nr6a1os,Mios,Aldh1a2,Slc26a6,Kif15
3018,Gsk3b,Iqcm,Slain2,Ticam1,Gopc,Jchain,Miga2,Gm43463,C2cd4b,Dnm1l
3019,Tada3,Sptbn5,Ssbp1,Naif1,Gfm2,Epm2a,Ccdc150,Terb1,Gm49492,Api5
3020,4930402H24Rik,Rapgef4os3,Rae1,Etohd2,Gm49745,Gm17058,Aatf,Gm5103,Sec31b,Arhgap11a
3021,Ppp2r3c,Epha3,Foxd2os,Krt10,Zfp808,Olfr212,Gm10390,Aldoart1,Trmt10c,Cst7
3022,Ly6g5b,Ighv8-6,Rps6ka4,Agap2,Megf11,Tafa4,Col23a1,E230016K23Rik,Lbhd1,2210016F16Rik
3023,Phtf1,Gm21958,Chst11,Bcl6,Naip2,Gm48913,Trbj1-7,Ccdc96,Gm13421,Trmt1l
3024,Chm,Klrb1,Atg3,Atf7ip,Ap2a2,C130071C03Rik,Cfap77,Vwf,Slc7a11,Yrdc
3025,Slc37a4,Npl,Ptpn1,Tmc3,R74862,Klra4,Trbj2-6,Qrich2,Srp54b,Rogdi
3026,Rnpepl1,Bex6,Limd1,Tfe3,D130062J10Rik,Vasn,Flacc1,Sphk1,Ebag9,Ndufs5
3027,Aldh9a1,Lamc3,Eif2ak1,Mcrip2,Kcnc1,Gm49503,Cpsf1,Tenm3,Hormad2,Rab5b
3028,Bub3,Gm36634,BC147527,Trmt12,Gm20682,Sftpb,Gm9958,Ppargc1a,Pcsk1,Tmub2
3029,Dnajc4,Gm13393,Msh2,Btd,C130046K22Rik,Igkv4-91,Gm34961,Slc38a11,Xxylt1,Klhl5
3030,Gtf3c1,4930479D17Rik,Nup160,Gm31814,Gm26581,Col5a3,Gm49586,Omg,Gm15492,Rsad2
3031,Zbtb17,Asic5,Ppp6r3,Gm15337,Gm12238,2310067P03Rik,Trub1,Ptprd,Gm16283,Hsd17b4
3032,Lyrm1,Gm13383,Ap2b1,Tmem255a,Pls3,Igkv6-25,BC037032,1700011D18Rik,Trnp1,Atp6v1d
3033,Mast3,Mlana,Snd1,Nectin1,Caprin2,Nlrp12,Tlr13,Gm31510,Rhbdf1,Vipas39
3034,Dpp4,Gm34829,Mphosph8,Esrp2,Mfsd4b4,Foxp2,Galnt6os,Aldh1a3,Gm15728,Npc2
3035,Fez2,Gm48677,Rrp36,1810021B22Rik,Fgf7,Gm156,Eps15,Lhfp,Gm44674,Cyp4f16
3036,Mknk1,Slc22a4,Inip,Dnm3,Muc6,Igkv4-77,Gm10584,Gm17146,Dsg2,Yeats4
